id,name,filePath,startLine,endLine,level,content,description
"Section:集中器本地通信模块接口-2024.md:L2347:6.5.11.1.3 Fn 的数据单元格式","6.5.11.1.3 Fn 的数据单元格式","集中器本地通信模块接口-2024.md",2347,2388,6,"
###### 6.5.11.1.3 Fn 的数据单元格式

####### 6.5.11.1.3.1 F1：监控从节点

监控从节点数据单元格式见表 117。

<div style=""text-align: center;"">表 117 监控从节点数据单元格式</div>



<table border=1 style='margin: auto; word-wrap: break-word;'><tr><td style='text-align: center; word-wrap: break-word;'>数据内容</td><td style='text-align: center; word-wrap: break-word;'>数据格式</td><td style='text-align: center; word-wrap: break-word;'>字节数</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>通信协议类型</td><td style='text-align: center; word-wrap: break-word;'>BIN</td><td style='text-align: center; word-wrap: break-word;'>1</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>通信延时相关性标志</td><td style='text-align: center; word-wrap: break-word;'>BIN</td><td style='text-align: center; word-wrap: break-word;'>1</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>从节点附属节点数量n</td><td style='text-align: center; word-wrap: break-word;'>BIN</td><td style='text-align: center; word-wrap: break-word;'>1</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>从节点附属节点1地址</td><td style='text-align: center; word-wrap: break-word;'>BCD</td><td style='text-align: center; word-wrap: break-word;'>6</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>...</td><td style='text-align: center; word-wrap: break-word;'>...</td><td style='text-align: center; word-wrap: break-word;'>...</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>从节点附属节点n地址</td><td style='text-align: center; word-wrap: break-word;'>BCD</td><td style='text-align: center; word-wrap: break-word;'>6</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>报文长度L</td><td style='text-align: center; word-wrap: break-word;'>BIN</td><td style='text-align: center; word-wrap: break-word;'>1</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>报文内容</td><td style='text-align: center; word-wrap: break-word;'>—</td><td style='text-align: center; word-wrap: break-word;'>L</td></tr></table>

定义如下：

a）通信协议类型：00H 为透明传输，01H 为 DL/T 645—1997，02H 为 DL/T 645—2007，03H 为 DL/T 698.45，04H～FFH 保留。

b）通信延时相关性标志：00H为通信数据与通信延时无关，无需本地通信延时修正具体报文信息；01H为通信数据与通信延时相关，需要依据本地通信延时进行具体通信报文的内容修正，后续路由选择好路径后，需要提请集中器修正报文数据；其他保留。

c）报文长度 L：通信协议的原始报文数据总长度。

d）报文内容：通信协议的原始报文数据。

####### 6.5.11.1.3.2 F2：扩展监控从节点

扩展监控从节点数据单元格式见表 118。

<div style=""text-align: center;"">表 118 扩展监控从节点数据单元格式</div>



<table border=1 style='margin: auto; word-wrap: break-word;'><tr><td style='text-align: center; word-wrap: break-word;'>数据内容</td><td style='text-align: center; word-wrap: break-word;'>数据格式</td><td style='text-align: center; word-wrap: break-word;'>字节数</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>通信协议类型</td><td style='text-align: center; word-wrap: break-word;'>BIN</td><td style='text-align: center; word-wrap: break-word;'>1</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>通信延时相关性标志</td><td style='text-align: center; word-wrap: break-word;'>BIN</td><td style='text-align: center; word-wrap: break-word;'>1</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>从节点附属节点数量n</td><td style='text-align: center; word-wrap: break-word;'>BIN</td><td style='text-align: center; word-wrap: break-word;'>1</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>从节点附属节点1地址</td><td style='text-align: center; word-wrap: break-word;'>BCD</td><td style='text-align: center; word-wrap: break-word;'>6</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>...</td><td style='text-align: center; word-wrap: break-word;'>...</td><td style='text-align: center; word-wrap: break-word;'>...</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>从节点附属节点n地址</td><td style='text-align: center; word-wrap: break-word;'>BCD</td><td style='text-align: center; word-wrap: break-word;'>6</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>报文长度L</td><td style='text-align: center; word-wrap: break-word;'>BIN</td><td style='text-align: center; word-wrap: break-word;'>2</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>报文内容</td><td style='text-align: center; word-wrap: break-word;'>—</td><td style='text-align: center; word-wrap: break-word;'>L</td></tr></table>

定义如下：

a）通信协议类型：00H 为透明传输，01H 为 DL/T 645—1997，02H 为 DL/T 645—2007，03H 为 DL/T 698.45，04H～FFH 保留。

b）通信延时相关性标志：00H为通信数据与通信延时无关，无需本地通信延时修正具体报文信息；01H为通信数据与通信延时相关，需要依据本地通信延时进行具体通信报文的内容修正，后续路由选择好路径后，需要提请集中器修正报文数据；其他保留。

c）报文长度 L：通信协议的原始报文数据总长度。

d）报文内容：通信协议的原始报文数据。

##### 6.5.11.2 上行报文

###### 6.5.11.2.1 报文格式","h6"
"Section:集中器本地通信模块接口-2024.md:L2389:6.5.11.2 上行报文","6.5.11.2 上行报文","集中器本地通信模块接口-2024.md",2389,2442,5,"
##### 6.5.11.2 上行报文

###### 6.5.11.2.1 报文格式

路由数据转发类上行报文格式如图 22 所示。

<div style=""text-align: center;""><img src=""https://pplines-online.bj.bcebos.com/deploy/official/paddleocr/pp-ocr-vl//7a0f5a7d-ffd1-47d7-a4a5-78ada066c598/markdown_0/imgs/img_in_image_box_416_399_769_779.jpg?authorization=bce-auth-v1%2FALTAKzReLNvew3ySINYJ0fuAMN%2F2026-04-21T06%3A14%3A04Z%2F-1%2F%2Fe2fc6c4e884d02acfa05c9a213cbeb1626c3389b2ec176f1f88752073e818c1d"" alt=""Image"" width=""29%"" /></div>


<div style=""text-align: center;"">图 22 路由数据转发类上行报文格式</div>


###### 6.5.11.2.2 Fn 的数据单元格式

####### 6.5.11.2.2.1 F1：监控从节点

监控从节点数据单元格式见表 119。

<div style=""text-align: center;"">表 119 监控从节点数据单元格式</div>



<table border=1 style='margin: auto; word-wrap: break-word;'><tr><td style='text-align: center; word-wrap: break-word;'>数据内容</td><td style='text-align: center; word-wrap: break-word;'>数据格式</td><td style='text-align: center; word-wrap: break-word;'>字节数</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>当前报文本地通信上行时长</td><td style='text-align: center; word-wrap: break-word;'>BIN</td><td style='text-align: center; word-wrap: break-word;'>2</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>通信协议类型</td><td style='text-align: center; word-wrap: break-word;'>BIN</td><td style='text-align: center; word-wrap: break-word;'>1</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>报文长度 L</td><td style='text-align: center; word-wrap: break-word;'>BIN</td><td style='text-align: center; word-wrap: break-word;'>1</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>报文内容</td><td style='text-align: center; word-wrap: break-word;'>—</td><td style='text-align: center; word-wrap: break-word;'>L</td></tr></table>

定义如下：

a) 当前报文本地通信上行时长：代表当前报文从具体从节点传输到主节点的通信延迟时间，便于集中器进行和通信延迟相关的报文数据中的精确时间信息计算，单位为 s。

b）通信协议类型：00H 为透明传输，01H 为 DL/T 645—1997，02H 为 DL/T 645—2007，03H 为 DL/T 698.45，04H～FFH 保留。

c）报文长度 L：通信协议的原始报文数据总长度。

d）报文内容：通信协议的原始报文数据。

####### 6.5.11.2.2.2 F2：扩展监控从节点

扩展监控从节点数据单元格式见表 120。

<div style=""text-align: center;"">表 120 扩展监控从节点数据单元格式</div>



<table border=1 style='margin: auto; word-wrap: break-word;'><tr><td style='text-align: center; word-wrap: break-word;'>数据内容</td><td style='text-align: center; word-wrap: break-word;'>数据格式</td><td style='text-align: center; word-wrap: break-word;'>字节数</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>当前报文本地通信上行时长</td><td style='text-align: center; word-wrap: break-word;'>BIN</td><td style='text-align: center; word-wrap: break-word;'>2</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>通信协议类型</td><td style='text-align: center; word-wrap: break-word;'>BIN</td><td style='text-align: center; word-wrap: break-word;'>1</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>报文长度 L</td><td style='text-align: center; word-wrap: break-word;'>BIN</td><td style='text-align: center; word-wrap: break-word;'>2</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>报文内容</td><td style='text-align: center; word-wrap: break-word;'>—</td><td style='text-align: center; word-wrap: break-word;'>L</td></tr></table>

定义如下：

a）当前报文本地通信上行时长：代表当前报文从具体从节点传输到主节点的通信延迟时间，便于集中器进行和通信延迟相关的报文数据中的精确时间信息计算，单位为 s。

b）通信协议类型：00H 为透明传输，01H 为 DL/T 645—1997，02H 为 DL/T 645—2007，03H 为 DL/T 698.45，04H～FFH 保留。

c）报文长度 L：通信协议的原始报文数据总长度。

d）报文内容：通信协议的原始报文数据。

#### 6.5.12 路由数据抄读类（AFN=14H）

##### 6.5.12.1 上行报文格式","h5"
"Section:集中器本地通信模块接口-2024.md:L2391:6.5.11.2.1 报文格式","6.5.11.2.1 报文格式","集中器本地通信模块接口-2024.md",2391,2400,6,"
###### 6.5.11.2.1 报文格式

路由数据转发类上行报文格式如图 22 所示。

<div style=""text-align: center;""><img src=""https://pplines-online.bj.bcebos.com/deploy/official/paddleocr/pp-ocr-vl//7a0f5a7d-ffd1-47d7-a4a5-78ada066c598/markdown_0/imgs/img_in_image_box_416_399_769_779.jpg?authorization=bce-auth-v1%2FALTAKzReLNvew3ySINYJ0fuAMN%2F2026-04-21T06%3A14%3A04Z%2F-1%2F%2Fe2fc6c4e884d02acfa05c9a213cbeb1626c3389b2ec176f1f88752073e818c1d"" alt=""Image"" width=""29%"" /></div>


<div style=""text-align: center;"">图 22 路由数据转发类上行报文格式</div>


###### 6.5.11.2.2 Fn 的数据单元格式

####### 6.5.11.2.2.1 F1：监控从节点","h6"
"Section:集中器本地通信模块接口-2024.md:L2401:6.5.11.2.2 Fn 的数据单元格式","6.5.11.2.2 Fn 的数据单元格式","集中器本地通信模块接口-2024.md",2401,2442,6,"
###### 6.5.11.2.2 Fn 的数据单元格式

####### 6.5.11.2.2.1 F1：监控从节点

监控从节点数据单元格式见表 119。

<div style=""text-align: center;"">表 119 监控从节点数据单元格式</div>



<table border=1 style='margin: auto; word-wrap: break-word;'><tr><td style='text-align: center; word-wrap: break-word;'>数据内容</td><td style='text-align: center; word-wrap: break-word;'>数据格式</td><td style='text-align: center; word-wrap: break-word;'>字节数</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>当前报文本地通信上行时长</td><td style='text-align: center; word-wrap: break-word;'>BIN</td><td style='text-align: center; word-wrap: break-word;'>2</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>通信协议类型</td><td style='text-align: center; word-wrap: break-word;'>BIN</td><td style='text-align: center; word-wrap: break-word;'>1</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>报文长度 L</td><td style='text-align: center; word-wrap: break-word;'>BIN</td><td style='text-align: center; word-wrap: break-word;'>1</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>报文内容</td><td style='text-align: center; word-wrap: break-word;'>—</td><td style='text-align: center; word-wrap: break-word;'>L</td></tr></table>

定义如下：

a) 当前报文本地通信上行时长：代表当前报文从具体从节点传输到主节点的通信延迟时间，便于集中器进行和通信延迟相关的报文数据中的精确时间信息计算，单位为 s。

b）通信协议类型：00H 为透明传输，01H 为 DL/T 645—1997，02H 为 DL/T 645—2007，03H 为 DL/T 698.45，04H～FFH 保留。

c）报文长度 L：通信协议的原始报文数据总长度。

d）报文内容：通信协议的原始报文数据。

####### 6.5.11.2.2.2 F2：扩展监控从节点

扩展监控从节点数据单元格式见表 120。

<div style=""text-align: center;"">表 120 扩展监控从节点数据单元格式</div>



<table border=1 style='margin: auto; word-wrap: break-word;'><tr><td style='text-align: center; word-wrap: break-word;'>数据内容</td><td style='text-align: center; word-wrap: break-word;'>数据格式</td><td style='text-align: center; word-wrap: break-word;'>字节数</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>当前报文本地通信上行时长</td><td style='text-align: center; word-wrap: break-word;'>BIN</td><td style='text-align: center; word-wrap: break-word;'>2</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>通信协议类型</td><td style='text-align: center; word-wrap: break-word;'>BIN</td><td style='text-align: center; word-wrap: break-word;'>1</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>报文长度 L</td><td style='text-align: center; word-wrap: break-word;'>BIN</td><td style='text-align: center; word-wrap: break-word;'>2</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>报文内容</td><td style='text-align: center; word-wrap: break-word;'>—</td><td style='text-align: center; word-wrap: break-word;'>L</td></tr></table>

定义如下：

a）当前报文本地通信上行时长：代表当前报文从具体从节点传输到主节点的通信延迟时间，便于集中器进行和通信延迟相关的报文数据中的精确时间信息计算，单位为 s。

b）通信协议类型：00H 为透明传输，01H 为 DL/T 645—1997，02H 为 DL/T 645—2007，03H 为 DL/T 698.45，04H～FFH 保留。

c）报文长度 L：通信协议的原始报文数据总长度。

d）报文内容：通信协议的原始报文数据。

#### 6.5.12 路由数据抄读类（AFN=14H）

##### 6.5.12.1 上行报文格式","h6"
"Section:集中器本地通信模块接口-2024.md:L2443:6.5.12 路由数据抄读类（AFN=14H）","6.5.12 路由数据抄读类（AFN=14H）","集中器本地通信模块接口-2024.md",2443,2592,4,"
#### 6.5.12 路由数据抄读类（AFN=14H）

##### 6.5.12.1 上行报文格式

路由数据抄读类上行报文格式如图 23 所示。


<table border=1 style='margin: auto; word-wrap: break-word;'><tr><td style='text-align: center; word-wrap: break-word;'>68H</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>L</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>C</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>R</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>A</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>AFN=14H</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>数据单元标识</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>数据单元</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>CS</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>16H</td></tr></table>

<div style=""text-align: center;"">图 23 路由数据抄读类上行报文格式</div>


##### 6.5.12.2 上行报文 Fn 定义

路由数据抄读类 Fn 定义见表 121。

<div style=""text-align: center;"">表 121 路由数据抄读类 Fn 定义</div>



<table border=1 style='margin: auto; word-wrap: break-word;'><tr><td style='text-align: center; word-wrap: break-word;'>Fn</td><td style='text-align: center; word-wrap: break-word;'>名称及说明</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>F1</td><td style='text-align: center; word-wrap: break-word;'>路由请求抄读内容</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>F2</td><td style='text-align: center; word-wrap: break-word;'>路由请求集中器时钟</td></tr></table>

<div style=""text-align: center;"">表 121（续）</div>



<table border=1 style='margin: auto; word-wrap: break-word;'><tr><td style='text-align: center; word-wrap: break-word;'>Fn</td><td style='text-align: center; word-wrap: break-word;'>名称及说明</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>F3</td><td style='text-align: center; word-wrap: break-word;'>请求依通信延时修正通信数据</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>F4</td><td style='text-align: center; word-wrap: break-word;'>路由请求交采信息</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>其他</td><td style='text-align: center; word-wrap: break-word;'>保留</td></tr></table>

##### 6.5.12.3 上行报文 Fn 的数据单元格式

###### 6.5.12.3.1 F1：路由请求抄读内容

路由请求抄读内容数据单元格式见表 122。

<div style=""text-align: center;"">表 122 路由请求抄读内容数据单元格式</div>



<table border=1 style='margin: auto; word-wrap: break-word;'><tr><td style='text-align: center; word-wrap: break-word;'>数据内容</td><td style='text-align: center; word-wrap: break-word;'>数据格式</td><td style='text-align: center; word-wrap: break-word;'>字节数</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>通信相位</td><td style='text-align: center; word-wrap: break-word;'>BIN</td><td style='text-align: center; word-wrap: break-word;'>1</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>从节点地址</td><td style='text-align: center; word-wrap: break-word;'>BCD</td><td style='text-align: center; word-wrap: break-word;'>6</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>从节点序号</td><td style='text-align: center; word-wrap: break-word;'>BIN</td><td style='text-align: center; word-wrap: break-word;'>2</td></tr></table>

通信相位：0指未知相，1～3指第1、2、3相。

###### 6.5.12.3.2 F2：路由请求集中器时钟

无数据单元。

###### 6.5.12.3.3 F3: 请求依通信延时修正通信数据

请求依通信延时修正通信数据单元格式见表 123。

<div style=""text-align: center;"">表 123 请求依通信延时修正通信数据单元格式</div>



<table border=1 style='margin: auto; word-wrap: break-word;'><tr><td style='text-align: center; word-wrap: break-word;'>数据内容</td><td style='text-align: center; word-wrap: break-word;'>数据格式</td><td style='text-align: center; word-wrap: break-word;'>字节数</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>从节点地址</td><td style='text-align: center; word-wrap: break-word;'>BCD</td><td style='text-align: center; word-wrap: break-word;'>6</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>预计延迟时间</td><td style='text-align: center; word-wrap: break-word;'>BIN</td><td style='text-align: center; word-wrap: break-word;'>2</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>抄读信息长度 L</td><td style='text-align: center; word-wrap: break-word;'>BIN</td><td style='text-align: center; word-wrap: break-word;'>1</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>抄读数据内容</td><td style='text-align: center; word-wrap: break-word;'>—</td><td style='text-align: center; word-wrap: break-word;'>L</td></tr></table>

定义如下：

a）从节点地址：待通信的目的节点。

b）预计延迟时间：当前要通信的路径环境下，指定报文的预计通信延迟时间，单位为s。

c）抄读信息长度 L，抄读数据内容同“请求抄读内容报文”的相关定义相同。

d）抄读数据内容：集中器将在此报文基础上依据“预计延迟时间”进行报文精确修正。

###### 6.5.12.3.4 F4：路由请求交采信息

数据单元格式见表 124。

<div style=""text-align: center;"">表 124 请求依通信延时修正通信数据单元格式</div>



<table border=1 style='margin: auto; word-wrap: break-word;'><tr><td style='text-align: center; word-wrap: break-word;'>数据内容</td><td style='text-align: center; word-wrap: break-word;'>数据格式</td><td style='text-align: center; word-wrap: break-word;'>字节数</td></tr><tr><td
... [truncated]","h4"
"Section:集中器本地通信模块接口-2024.md:L2445:6.5.12.1 上行报文格式","6.5.12.1 上行报文格式","集中器本地通信模块接口-2024.md",2445,2454,5,"
##### 6.5.12.1 上行报文格式

路由数据抄读类上行报文格式如图 23 所示。


<table border=1 style='margin: auto; word-wrap: break-word;'><tr><td style='text-align: center; word-wrap: break-word;'>68H</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>L</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>C</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>R</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>A</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>AFN=14H</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>数据单元标识</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>数据单元</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>CS</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>16H</td></tr></table>

<div style=""text-align: center;"">图 23 路由数据抄读类上行报文格式</div>


##### 6.5.12.2 上行报文 Fn 定义

路由数据抄读类 Fn 定义见表 121。","h5"
"Section:集中器本地通信模块接口-2024.md:L2455:6.5.12.2 上行报文 Fn 定义","6.5.12.2 上行报文 Fn 定义","集中器本地通信模块接口-2024.md",2455,2470,5,"
##### 6.5.12.2 上行报文 Fn 定义

路由数据抄读类 Fn 定义见表 121。

<div style=""text-align: center;"">表 121 路由数据抄读类 Fn 定义</div>



<table border=1 style='margin: auto; word-wrap: break-word;'><tr><td style='text-align: center; word-wrap: break-word;'>Fn</td><td style='text-align: center; word-wrap: break-word;'>名称及说明</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>F1</td><td style='text-align: center; word-wrap: break-word;'>路由请求抄读内容</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>F2</td><td style='text-align: center; word-wrap: break-word;'>路由请求集中器时钟</td></tr></table>

<div style=""text-align: center;"">表 121（续）</div>



<table border=1 style='margin: auto; word-wrap: break-word;'><tr><td style='text-align: center; word-wrap: break-word;'>Fn</td><td style='text-align: center; word-wrap: break-word;'>名称及说明</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>F3</td><td style='text-align: center; word-wrap: break-word;'>请求依通信延时修正通信数据</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>F4</td><td style='text-align: center; word-wrap: break-word;'>路由请求交采信息</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>其他</td><td style='text-align: center; word-wrap: break-word;'>保留</td></tr></table>

##### 6.5.12.3 上行报文 Fn 的数据单元格式

###### 6.5.12.3.1 F1：路由请求抄读内容","h5"
"Section:集中器本地通信模块接口-2024.md:L2471:6.5.12.3 上行报文 Fn 的数据单元格式","6.5.12.3 上行报文 Fn 的数据单元格式","集中器本地通信模块接口-2024.md",2471,2520,5,"
##### 6.5.12.3 上行报文 Fn 的数据单元格式

###### 6.5.12.3.1 F1：路由请求抄读内容

路由请求抄读内容数据单元格式见表 122。

<div style=""text-align: center;"">表 122 路由请求抄读内容数据单元格式</div>



<table border=1 style='margin: auto; word-wrap: break-word;'><tr><td style='text-align: center; word-wrap: break-word;'>数据内容</td><td style='text-align: center; word-wrap: break-word;'>数据格式</td><td style='text-align: center; word-wrap: break-word;'>字节数</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>通信相位</td><td style='text-align: center; word-wrap: break-word;'>BIN</td><td style='text-align: center; word-wrap: break-word;'>1</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>从节点地址</td><td style='text-align: center; word-wrap: break-word;'>BCD</td><td style='text-align: center; word-wrap: break-word;'>6</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>从节点序号</td><td style='text-align: center; word-wrap: break-word;'>BIN</td><td style='text-align: center; word-wrap: break-word;'>2</td></tr></table>

通信相位：0指未知相，1～3指第1、2、3相。

###### 6.5.12.3.2 F2：路由请求集中器时钟

无数据单元。

###### 6.5.12.3.3 F3: 请求依通信延时修正通信数据

请求依通信延时修正通信数据单元格式见表 123。

<div style=""text-align: center;"">表 123 请求依通信延时修正通信数据单元格式</div>



<table border=1 style='margin: auto; word-wrap: break-word;'><tr><td style='text-align: center; word-wrap: break-word;'>数据内容</td><td style='text-align: center; word-wrap: break-word;'>数据格式</td><td style='text-align: center; word-wrap: break-word;'>字节数</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>从节点地址</td><td style='text-align: center; word-wrap: break-word;'>BCD</td><td style='text-align: center; word-wrap: break-word;'>6</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>预计延迟时间</td><td style='text-align: center; word-wrap: break-word;'>BIN</td><td style='text-align: center; word-wrap: break-word;'>2</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>抄读信息长度 L</td><td style='text-align: center; word-wrap: break-word;'>BIN</td><td style='text-align: center; word-wrap: break-word;'>1</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>抄读数据内容</td><td style='text-align: center; word-wrap: break-word;'>—</td><td style='text-align: center; word-wrap: break-word;'>L</td></tr></table>

定义如下：

a）从节点地址：待通信的目的节点。

b）预计延迟时间：当前要通信的路径环境下，指定报文的预计通信延迟时间，单位为s。

c）抄读信息长度 L，抄读数据内容同“请求抄读内容报文”的相关定义相同。

d）抄读数据内容：集中器将在此报文基础上依据“预计延迟时间”进行报文精确修正。

###### 6.5.12.3.4 F4：路由请求交采信息

数据单元格式见表 124。

<div style=""text-align: center;"">表 124 请求依通信延时修正通信数据单元格式</div>



<table border=1 style='margin: auto; word-wrap: break-word;'><tr><td style='text-align: center; word-wrap: break-word;'>数据内容</td><td style='text-align: center; word-wrap: break-word;'>数据格式</td><td style='text-align: center; word-wrap: break-word;'>字节数</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>数据项类型</td><td style='text-align: center; word-wrap: break-word;'>BIN</td><td style='text-align: center; word-wrap: break-word;'>1</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>交采数据项标识</td><td style='text-align: center; word-wrap: break-word;'>BIN</td><td style='text-align: center; word-wrap: break-word;'>4</td></tr></table>

数据项类型：1 代表 DL/T 645—2007 数据项标识定义，2 代表 DL/T 698.45 数据项标识定义，其他取值保留。

##### 6.5.12.4 下行报文格式

路由数据抄读类下行报文格式如图 24 所示。","h5"
"Section:集中器本地通信模块接口-2024.md:L2473:6.5.12.3.1 F1：路由请求抄读内容","6.5.12.3.1 F1：路由请求抄读内容","集中器本地通信模块接口-2024.md",2473,2484,6,"
###### 6.5.12.3.1 F1：路由请求抄读内容

路由请求抄读内容数据单元格式见表 122。

<div style=""text-align: center;"">表 122 路由请求抄读内容数据单元格式</div>



<table border=1 style='margin: auto; word-wrap: break-word;'><tr><td style='text-align: center; word-wrap: break-word;'>数据内容</td><td style='text-align: center; word-wrap: break-word;'>数据格式</td><td style='text-align: center; word-wrap: break-word;'>字节数</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>通信相位</td><td style='text-align: center; word-wrap: break-word;'>BIN</td><td style='text-align: center; word-wrap: break-word;'>1</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>从节点地址</td><td style='text-align: center; word-wrap: break-word;'>BCD</td><td style='text-align: center; word-wrap: break-word;'>6</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>从节点序号</td><td style='text-align: center; word-wrap: break-word;'>BIN</td><td style='text-align: center; word-wrap: break-word;'>2</td></tr></table>

通信相位：0指未知相，1～3指第1、2、3相。

###### 6.5.12.3.2 F2：路由请求集中器时钟

无数据单元。","h6"
"Section:集中器本地通信模块接口-2024.md:L2485:6.5.12.3.2 F2：路由请求集中器时钟","6.5.12.3.2 F2：路由请求集中器时钟","集中器本地通信模块接口-2024.md",2485,2488,6,"
###### 6.5.12.3.2 F2：路由请求集中器时钟

无数据单元。

###### 6.5.12.3.3 F3: 请求依通信延时修正通信数据

请求依通信延时修正通信数据单元格式见表 123。","h6"
